Name,SubAccount,FullyQualifiedName,Active,Classification,AccountType,AccountSubType,CurrentBalance,CurrentBalanceWithSubAccounts,domain,sparse,Id,SyncToken,CurrencyRef_value,CurrencyRef_name,MetaData_CreateTime,MetaData_LastUpdatedTime,ParentRef_value
Curator,False,Curator,True,Expense,Expense,Expense,91,91,QBO,False,754,2,USD,United States Dollar,2023-08-23 15:27:31,2023-08-23 15:27:31,
Armed forces logistics/support/administrative officer,False,Armed forces logistics/support/administrative officer,True,Expense,Expense,Armed forces logistics/support/administrative officer,-757,-757,QBO,False,755,0,USD,United States Dollar,2023-06-15 05:45:48,2023-06-15 05:45:48,
Commercial horticulturist,False,Commercial horticulturist,True,Expense,Expense,Commercial horticulturist,253,253,QBO,False,756,1,USD,United States Dollar,2023-10-26 18:49:21,2023-10-26 18:49:21,
Materials engineer,False,Materials engineer,True,Revenue,Income,Materials engineer,422,422,QBO,False,757,0,USD,United States Dollar,2023-06-12 14:36:42,2023-06-12 14:36:42,
"Designer, ceramics/pottery",False,"Designer, ceramics/pottery",True,Expense,Expense,Expense,-270,-270,QBO,False,758,2,USD,United States Dollar,2023-04-09 08:40:40,2023-04-09 08:40:40,
Editorial assistant,False,Editorial assistant,True,Expense,Expense,Editorial assistant,297,297,QBO,False,759,1,USD,United States Dollar,2021-11-10 22:52:01,2021-11-10 22:52:01,
"Designer, furniture",False,"Designer, furniture",True,Revenue,Income,"Designer, furniture",575,575,QBO,False,760,4,USD,United States Dollar,2022-04-25 10:17:36,2022-04-25 10:17:36,
Accounting technician,True,"Designer, furnitureAccounting technician",True,Expense,Expense,Accounting technician,-193,-193,QBO,False,761,2,USD,United States Dollar,2022-04-06 10:29:08,2022-04-06 10:29:08,760.0
"Accountant, chartered management",False,"Accountant, chartered management",True,Expense,Expense,"Accountant, chartered management",270,270,QBO,False,762,4,USD,United States Dollar,2022-10-23 11:22:14,2022-10-23 11:22:14,
Bonds trader,False,Bonds trader,True,Revenue,Income,Income,337,337,QBO,False,763,4,USD,United States Dollar,2023-05-08 14:50:58,2023-05-08 14:50:58,
Health physicist,False,Health physicist,True,Revenue,Income,Health physicist,-466,-466,QBO,False,764,2,USD,United States Dollar,2021-07-12 21:55:36,2021-07-12 21:55:36,
Hydrogeologist,False,Hydrogeologist,True,Expense,Expense,Fixed Asset,-399,-399,QBO,False,765,1,USD,United States Dollar,2021-06-23 03:12:00,2021-06-23 03:12:00,
Financial manager,False,Financial manager,True,Asset,Bank,Expense,669,669,QBO,False,766,0,USD,United States Dollar,2023-01-08 04:58:49,2023-01-08 04:58:49,
Community pharmacist,True,Financial managerCommunity pharmacist,True,Liability,Accounts Payable,Community pharmacist,-202,-202,QBO,False,767,5,USD,United States Dollar,2023-11-17 18:22:11,2023-11-17 18:22:11,766.0
"Designer, blown glass/stained glass",False,"Designer, blown glass/stained glass",True,Revenue,Income,Income,101,101,QBO,False,768,4,USD,United States Dollar,2023-06-19 06:35:42,2023-06-19 06:35:42,
Interpreter,True,"Designer, blown glass/stained glassInterpreter",True,Expense,Expense,Other Current Liability,-515,-515,QBO,False,769,0,USD,United States Dollar,2023-11-09 08:15:40,2023-11-09 08:15:40,768.0
Magazine journalist,False,Magazine journalist,True,Revenue,Income,Equity,-836,-836,QBO,False,770,5,USD,United States Dollar,2021-10-20 02:51:21,2021-10-20 02:51:21,
Animator,True,Magazine journalistAnimator,True,Revenue,Income,Expense,-127,-127,QBO,False,771,3,USD,United States Dollar,2023-12-07 05:09:40,2023-12-07 05:09:40,770.0
International aid/development worker,True,Magazine journalistInternational aid/development worker,True,Revenue,Income,Cost of Goods Sold,-4,-4,QBO,False,772,4,USD,United States Dollar,2021-03-06 23:06:23,2021-03-06 23:06:23,771.0
Charity officer,True,Magazine journalistCharity officer,True,Revenue,Income,Expense,-396,-396,QBO,False,773,2,USD,United States Dollar,2021-05-10 05:14:09,2021-05-10 05:14:09,772.0
Analytical chemist,False,Analytical chemist,True,Expense,Expense,Analytical chemist,-891,-891,QBO,False,774,3,USD,United States Dollar,2023-04-11 09:10:20,2023-04-11 09:10:20,
Contractor,True,Analytical chemistContractor,True,Revenue,Income,Contractor,-260,-260,QBO,False,775,1,USD,United States Dollar,2021-04-12 17:44:22,2021-04-12 17:44:22,774.0
Colour technologist,False,Colour technologist,True,Expense,Expense,Colour technologist,738,738,QBO,False,776,4,USD,United States Dollar,2023-05-12 18:59:19,2023-05-12 18:59:19,
Travel agency manager,False,Travel agency manager,True,Expense,Expense,Travel agency manager,192,192,QBO,False,777,3,USD,United States Dollar,2023-01-17 15:10:29,2023-01-17 15:10:29,
Corporate treasurer,True,Travel agency managerCorporate treasurer,True,Expense,Other Expense,Other Current Asset,96,96,QBO,False,778,0,USD,United States Dollar,2022-01-17 17:46:54,2022-01-17 17:46:54,777.0
Operations geologist,False,Operations geologist,True,Expense,Expense,Income,89,89,QBO,False,779,3,USD,United States Dollar,2023-02-27 10:57:07,2023-02-27 10:57:07,
"Psychologist, clinical",False,"Psychologist, clinical",True,Expense,Expense,"Psychologist, clinical",459,459,QBO,False,780,5,USD,United States Dollar,2022-05-13 11:09:48,2022-05-13 11:09:48,
"Engineer, communications",True,"Psychologist, clinicalEngineer, communications",True,Revenue,Income,"Engineer, communications",453,453,QBO,False,781,4,USD,United States Dollar,2022-12-30 08:25:20,2022-12-30 08:25:20,780.0
"Engineer, manufacturing systems",True,"Psychologist, clinicalEngineer, manufacturing systems",True,Expense,Expense,"Engineer, manufacturing systems",-43,-43,QBO,False,782,2,USD,United States Dollar,2022-07-06 16:37:48,2022-07-06 16:37:48,781.0
Phytotherapist,False,Phytotherapist,True,Expense,Expense,Phytotherapist,-987,-987,QBO,False,783,3,USD,United States Dollar,2023-06-18 19:19:56,2023-06-18 19:19:56,
"Research officer, political party",False,"Research officer, political party",True,Expense,Expense,"Research officer, political party",123,123,QBO,False,784,1,USD,United States Dollar,2022-11-18 21:23:07,2022-11-18 21:23:07,
Secondary school teacher,False,Secondary school teacher,True,Revenue,Income,Secondary school teacher,-112,-112,QBO,False,785,0,USD,United States Dollar,2022-07-07 13:01:00,2022-07-07 13:01:00,
Visual merchandiser,True,Secondary school teacherVisual merchandiser,True,Expense,Expense,Visual merchandiser,-521,-521,QBO,False,786,3,USD,United States Dollar,2022-03-15 02:54:12,2022-03-15 02:54:12,785.0
"Therapist, occupational",True,"Secondary school teacherTherapist, occupational",True,Revenue,Other Income,"Therapist, occupational",-654,-654,QBO,False,787,3,USD,United States Dollar,2021-11-05 04:32:56,2021-11-05 04:32:56,786.0
Advertising art director,False,Advertising art director,True,Revenue,Income,Advertising art director,-157,-157,QBO,False,788,0,USD,United States Dollar,2023-10-07 12:32:43,2023-10-07 12:32:43,
Volunteer coordinator,True,Advertising art directorVolunteer coordinator,True,Revenue,Income,Volunteer coordinator,-495,-495,QBO,False,789,4,USD,United States Dollar,2021-10-09 06:06:18,2021-10-09 06:06:18,788.0
"Geneticist, molecular",False,"Geneticist, molecular",True,Asset,Bank,Other Income,-76,-76,QBO,False,790,0,USD,United States Dollar,2023-06-06 22:13:57,2023-06-06 22:13:57,
Management consultant,False,Management consultant,True,Liability,Accounts Payable,Management consultant,22,22,QBO,False,791,2,USD,United States Dollar,2022-09-21 16:33:15,2022-09-21 16:33:15,
Legal secretary,False,Legal secretary,True,Expense,Expense,Legal secretary,488,488,QBO,False,792,2,USD,United States Dollar,2023-07-12 09:49:32,2023-07-12 09:49:32,
Paediatric nurse,False,Paediatric nurse,True,Expense,Expense,Paediatric nurse,-151,-151,QBO,False,793,5,USD,United States Dollar,2022-05-15 06:51:10,2022-05-15 06:51:10,
"Surveyor, planning and development",False,"Surveyor, planning and development",True,Expense,Expense,"Surveyor, planning and development",194,194,QBO,False,794,3,USD,United States Dollar,2023-01-23 11:08:46,2023-01-23 11:08:46,
Chartered public finance accountant,False,Chartered public finance accountant,True,Expense,Expense,Chartered public finance accountant,-245,-245,QBO,False,795,4,USD,United States Dollar,2023-03-05 07:09:11,2023-03-05 07:09:11,
"Psychologist, occupational",False,"Psychologist, occupational",True,Asset,Other Current Asset,Expense,508,508,QBO,False,796,1,USD,United States Dollar,2022-01-10 19:50:25,2022-01-10 19:50:25,
Operations geologist,False,Operations geologist,True,Revenue,Income,Expense,-505,-505,QBO,False,797,4,USD,United States Dollar,2021-10-25 05:23:35,2021-10-25 05:23:35,
Scientific laboratory technician,False,Scientific laboratory technician,True,Revenue,Income,Scientific laboratory technician,-404,-404,QBO,False,798,2,USD,United States Dollar,2023-01-18 06:53:13,2023-01-18 06:53:13,
Product/process development scientist,False,Product/process development scientist,True,Expense,Expense,Product/process development scientist,-379,-379,QBO,False,799,3,USD,United States Dollar,2022-07-14 04:57:02,2022-07-14 04:57:02,
Lawyer,False,Lawyer,True,Expense,Expense,Lawyer,-905,-905,QBO,False,800,3,USD,United States Dollar,2023-10-07 23:19:21,2023-10-07 23:19:21,
Hydrologist,False,Hydrologist,True,Revenue,Income,Hydrologist,393,393,QBO,False,801,0,USD,United States Dollar,2022-08-22 16:54:34,2022-08-22 16:54:34,
Phytotherapist,False,Phytotherapist,True,Expense,Expense,Expense,-762,-762,QBO,False,802,5,USD,United States Dollar,2023-05-13 12:25:54,2023-05-13 12:25:54,
Insurance account manager,False,Insurance account manager,True,Expense,Expense,Expense,-778,-778,QBO,False,803,1,USD,United States Dollar,2021-11-27 20:54:27,2021-11-27 20:54:27,
Hydrographic surveyor,False,Hydrographic surveyor,True,Expense,Other Expense,Hydrographic surveyor,-850,-850,QBO,False,804,4,USD,United States Dollar,2022-08-21 07:12:34,2022-08-21 07:12:34,
Recruitment consultant,False,Recruitment consultant,True,Liability,Other Current Liability,Recruitment consultant,-862,-862,QBO,False,805,5,USD,United States Dollar,2021-10-24 00:31:10,2021-10-24 00:31:10,
Politician's assistant,False,Politician's assistant,True,Expense,Expense,Politician's assistant,161,161,QBO,False,806,3,USD,United States Dollar,2023-03-24 05:45:18,2023-03-24 05:45:18,
Mining engineer,False,Mining engineer,True,Expense,Expense,Mining engineer,6,6,QBO,False,807,0,USD,United States Dollar,2022-09-16 09:56:59,2022-09-16 09:56:59,
Catering manager,False,Catering manager,True,Expense,Expense,Expense,-688,-688,QBO,False,808,0,USD,United States Dollar,2023-05-25 01:58:29,2023-05-25 01:58:29,
"Development worker, international aid",False,"Development worker, international aid",True,Expense,Expense,"Development worker, international aid",-976,-976,QBO,False,809,1,USD,United States Dollar,2023-03-15 13:50:36,2023-03-15 13:50:36,
Public librarian,False,Public librarian,True,Revenue,Income,Income,-763,-763,QBO,False,810,0,USD,United States Dollar,2021-01-02 09:43:30,2021-01-02 09:43:30,
Passenger transport manager,False,Passenger transport manager,True,Liability,Accounts Payable,Passenger transport manager,-435,-435,QBO,False,811,4,USD,United States Dollar,2021-10-11 16:23:34,2021-10-11 16:23:34,
"Engineer, chemical",False,"Engineer, chemical",True,Expense,Expense,Expense,-692,-692,QBO,False,812,4,USD,United States Dollar,2021-06-11 00:20:06,2021-06-11 00:20:06,
Newspaper journalist,False,Newspaper journalist,True,Expense,Expense,Expense,1000,1000,QBO,False,813,3,USD,United States Dollar,2023-07-27 10:38:12,2023-07-27 10:38:12,
General practice doctor,False,General practice doctor,True,Expense,Expense,Expense,-709,-709,QBO,False,814,3,USD,United States Dollar,2021-07-11 17:11:40,2021-07-11 17:11:40,
Trading standards officer,False,Trading standards officer,True,Revenue,Other Income,Trading standards officer,-334,-334,QBO,False,815,2,USD,United States Dollar,2022-01-08 10:39:24,2022-01-08 10:39:24,
"Conservator, furniture",False,"Conservator, furniture",True,Asset,Fixed Asset,Bank,101,101,QBO,False,816,0,USD,United States Dollar,2021-04-28 13:49:33,2021-04-28 13:49:33,
Company secretary,False,Company secretary,True,Expense,Expense,Company secretary,-627,-627,QBO,False,817,5,USD,United States Dollar,2023-02-16 16:57:26,2023-02-16 16:57:26,
Chartered legal executive (England and Wales),False,Chartered legal executive (England and Wales),True,Expense,Expense,Bank,-356,-356,QBO,False,818,0,USD,United States Dollar,2022-10-20 03:56:29,2022-10-20 03:56:29,
"Teacher, primary school",False,"Teacher, primary school",True,Expense,Expense,Expense,-949,-949,QBO,False,819,2,USD,United States Dollar,2022-05-13 06:09:08,2022-05-13 06:09:08,
Oceanographer,False,Oceanographer,True,Expense,Expense,Income,-32,-32,QBO,False,820,1,USD,United States Dollar,2023-08-07 16:04:31,2023-08-07 16:04:31,
Accommodation manager,False,Accommodation manager,True,Revenue,Income,Accommodation manager,453,453,QBO,False,821,1,USD,United States Dollar,2022-01-01 13:11:28,2022-01-01 13:11:28,
Pharmacologist,True,Accommodation managerPharmacologist,True,Revenue,Income,Bank,-483,-483,QBO,False,822,2,USD,United States Dollar,2022-03-01 13:57:23,2022-03-01 13:57:23,821.0
"Therapist, occupational",False,"Therapist, occupational",True,Revenue,Income,"Therapist, occupational",-851,-851,QBO,False,823,5,USD,United States Dollar,2021-10-21 17:00:08,2021-10-21 17:00:08,
Purchasing manager,False,Purchasing manager,True,Expense,Expense,Purchasing manager,-727,-727,QBO,False,824,2,USD,United States Dollar,2021-02-17 23:05:27,2021-02-17 23:05:27,
"Engineer, materials",False,"Engineer, materials",True,Expense,Expense,"Engineer, materials",579,579,QBO,False,825,1,USD,United States Dollar,2023-05-17 08:21:27,2023-05-17 08:21:27,
Podiatrist,False,Podiatrist,True,Expense,Other Expense,Podiatrist,-343,-343,QBO,False,826,5,USD,United States Dollar,2023-07-30 11:03:04,2023-07-30 11:03:04,
Chartered accountant,False,Chartered accountant,True,Expense,Expense,Expense,168,168,QBO,False,827,0,USD,United States Dollar,2021-04-02 00:02:08,2021-04-02 00:02:08,
Medical illustrator,False,Medical illustrator,True,Liability,Long Term Liability,Medical illustrator,787,787,QBO,False,828,4,USD,United States Dollar,2021-01-29 15:43:35,2021-01-29 15:43:35,
Chief Financial Officer,False,Chief Financial Officer,True,Revenue,Income,Credit Card,830,830,QBO,False,829,4,USD,United States Dollar,2022-10-21 14:44:57,2022-10-21 14:44:57,
Community development worker,False,Community development worker,True,Expense,Expense,Income,-543,-543,QBO,False,830,2,USD,United States Dollar,2023-10-18 01:29:34,2023-10-18 01:29:34,
Herbalist,False,Herbalist,True,Expense,Expense,Income,-686,-686,QBO,False,831,4,USD,United States Dollar,2023-10-11 07:25:11,2023-10-11 07:25:11,
Senior tax professional/tax inspector,False,Senior tax professional/tax inspector,True,Revenue,Income,Expense,-272,-272,QBO,False,832,5,USD,United States Dollar,2021-06-18 11:52:07,2021-06-18 11:52:07,
"Secretary, company",False,"Secretary, company",True,Equity,Equity,Long Term Liability,-842,-842,QBO,False,833,5,USD,United States Dollar,2023-03-31 09:04:20,2023-03-31 09:04:20,
Academic librarian,False,Academic librarian,True,Liability,Credit Card,Academic librarian,391,391,QBO,False,834,5,USD,United States Dollar,2023-09-20 12:19:00,2023-09-20 12:19:00,
Industrial/product designer,False,Industrial/product designer,True,Revenue,Other Income,Industrial/product designer,-401,-401,QBO,False,835,3,USD,United States Dollar,2021-03-07 08:52:41,2021-03-07 08:52:41,
Legal secretary,False,Legal secretary,True,Expense,Expense,Other Current Asset,-833,-833,QBO,False,836,1,USD,United States Dollar,2022-02-08 19:24:50,2022-02-08 19:24:50,
Statistician,True,Legal secretaryStatistician,True,Equity,Equity,Bank,-70,-70,QBO,False,837,2,USD,United States Dollar,2021-01-27 16:09:27,2021-01-27 16:09:27,836.0
Museum/gallery curator,False,Museum/gallery curator,True,Liability,Accounts Payable,Museum/gallery curator,903,903,QBO,False,838,5,USD,United States Dollar,2021-04-18 16:41:43,2021-04-18 16:41:43,
"Engineer, petroleum",False,"Engineer, petroleum",True,Liability,Other Current Liability,"Engineer, petroleum",977,977,QBO,False,839,0,USD,United States Dollar,2022-09-08 10:02:02,2022-09-08 10:02:02,
Claims inspector/assessor,False,Claims inspector/assessor,True,Expense,Expense,Income,-401,-401,QBO,False,840,0,USD,United States Dollar,2021-04-30 09:25:33,2021-04-30 09:25:33,
Publishing copy,False,Publishing copy,True,Expense,Expense,Publishing copy,593,593,QBO,False,841,5,USD,United States Dollar,2023-10-15 23:19:50,2023-10-15 23:19:50,
"Investment banker, operational",False,"Investment banker, operational",True,Expense,Expense,"Investment banker, operational",-380,-380,QBO,False,842,0,USD,United States Dollar,2021-07-11 18:45:45,2021-07-11 18:45:45,
Advertising account planner,False,Advertising account planner,True,Revenue,Income,Expense,-54,-54,QBO,False,843,3,USD,United States Dollar,2021-05-04 04:30:12,2021-05-04 04:30:12,
Insurance risk surveyor,False,Insurance risk surveyor,True,Expense,Expense,Insurance risk surveyor,-767,-767,QBO,False,844,0,USD,United States Dollar,2023-05-03 18:29:12,2023-05-03 18:29:12,
Museum/gallery conservator,True,Insurance risk surveyorMuseum/gallery conservator,True,Revenue,Income,Expense,483,483,QBO,False,845,2,USD,United States Dollar,2021-03-08 08:33:04,2021-03-08 08:33:04,844.0
"Programme researcher, broadcasting/film/video",False,"Programme researcher, broadcasting/film/video",True,Expense,Expense,Income,444,444,QBO,False,846,5,USD,United States Dollar,2023-04-02 01:01:14,2023-04-02 01:01:14,
Professor Emeritus,False,Professor Emeritus,True,Expense,Expense,Professor Emeritus,328,328,QBO,False,847,3,USD,United States Dollar,2022-01-15 15:29:25,2022-01-15 15:29:25,
Regulatory affairs officer,False,Regulatory affairs officer,True,Revenue,Income,Equity,665,665,QBO,False,848,3,USD,United States Dollar,2021-02-12 15:49:34,2021-02-12 15:49:34,
Community arts worker,True,Regulatory affairs officerCommunity arts worker,True,Expense,Expense,Expense,-119,-119,QBO,False,849,3,USD,United States Dollar,2021-04-28 06:54:08,2021-04-28 06:54:08,848.0
Advertising account planner,False,Advertising account planner,True,Equity,Equity,Advertising account planner,615,615,QBO,False,850,0,USD,United States Dollar,2023-06-26 16:04:01,2023-06-26 16:04:01,
Exhibition designer,False,Exhibition designer,True,Asset,Fixed Asset,Exhibition designer,-338,-338,QBO,False,851,5,USD,United States Dollar,2021-05-27 23:48:39,2021-05-27 23:48:39,
Event organiser,False,Event organiser,True,Revenue,Income,Expense,-298,-298,QBO,False,852,1,USD,United States Dollar,2023-06-30 07:11:39,2023-06-30 07:11:39,
Electrical engineer,True,Event organiserElectrical engineer,True,Asset,Bank,Other Current Asset,538,538,QBO,False,853,5,USD,United States Dollar,2022-06-27 16:15:16,2022-06-27 16:15:16,852.0
Health service manager,False,Health service manager,True,Expense,Expense,Health service manager,513,513,QBO,False,854,0,USD,United States Dollar,2023-07-24 15:10:57,2023-07-24 15:10:57,
Medical illustrator,False,Medical illustrator,True,Expense,Expense,Medical illustrator,-135,-135,QBO,False,855,4,USD,United States Dollar,2022-03-28 03:08:46,2022-03-28 03:08:46,
Comptroller,False,Comptroller,True,Expense,Expense,Expense,891,891,QBO,False,856,3,USD,United States Dollar,2022-12-23 04:28:48,2022-12-23 04:28:48,
Osteopath,True,ComptrollerOsteopath,True,Expense,Expense,Osteopath,3,3,QBO,False,857,3,USD,United States Dollar,2022-10-13 06:45:04,2022-10-13 06:45:04,856.0
Operational researcher,False,Operational researcher,True,Expense,Expense,Operational researcher,-256,-256,QBO,False,858,1,USD,United States Dollar,2023-02-02 13:21:13,2023-02-02 13:21:13,
Architect,False,Architect,True,Expense,Expense,Architect,-334,-334,QBO,False,859,5,USD,United States Dollar,2022-07-15 05:35:09,2022-07-15 05:35:09,
Nature conservation officer,False,Nature conservation officer,True,Expense,Other Expense,Income,474,474,QBO,False,860,1,USD,United States Dollar,2023-01-15 21:07:23,2023-01-15 21:07:23,
Special educational needs teacher,True,Nature conservation officerSpecial educational needs teacher,True,Expense,Other Expense,Special educational needs teacher,585,585,QBO,False,861,2,USD,United States Dollar,2023-03-27 02:03:29,2023-03-27 02:03:29,860.0
Academic librarian,False,Academic librarian,True,Expense,Expense,Academic librarian,-22,-22,QBO,False,862,0,USD,United States Dollar,2022-08-26 09:44:28,2022-08-26 09:44:28,
Purchasing manager,False,Purchasing manager,True,Asset,Bank,Purchasing manager,-739,-739,QBO,False,863,5,USD,United States Dollar,2022-12-27 11:15:23,2022-12-27 11:15:23,
Dealer,False,Dealer,True,Revenue,Income,Credit Card,-175,-175,QBO,False,864,5,USD,United States Dollar,2023-07-18 18:25:22,2023-07-18 18:25:22,
Surgeon,True,DealerSurgeon,True,Expense,Expense,Surgeon,480,480,QBO,False,865,1,USD,United States Dollar,2021-03-06 09:27:51,2021-03-06 09:27:51,864.0
Corporate investment banker,False,Corporate investment banker,True,Expense,Expense,Corporate investment banker,-977,-977,QBO,False,866,5,USD,United States Dollar,2023-06-07 18:09:09,2023-06-07 18:09:09,
Arts development officer,False,Arts development officer,True,Expense,Expense,Arts development officer,113,113,QBO,False,867,3,USD,United States Dollar,2022-05-31 08:35:53,2022-05-31 08:35:53,
Arts administrator,False,Arts administrator,True,Revenue,Income,Expense,-219,-219,QBO,False,868,4,USD,United States Dollar,2021-09-18 09:18:32,2021-09-18 09:18:32,
Soil scientist,True,Arts administratorSoil scientist,True,Expense,Expense,Soil scientist,738,738,QBO,False,869,4,USD,United States Dollar,2021-06-08 18:00:18,2021-06-08 18:00:18,868.0
Ergonomist,False,Ergonomist,True,Expense,Expense,Ergonomist,-889,-889,QBO,False,870,4,USD,United States Dollar,2023-11-24 14:08:03,2023-11-24 14:08:03,
Educational psychologist,False,Educational psychologist,True,Asset,Fixed Asset,Bank,671,671,QBO,False,871,0,USD,United States Dollar,2021-10-14 00:51:01,2021-10-14 00:51:01,
Accounting technician,False,Accounting technician,True,Expense,Expense,Income,-315,-315,QBO,False,872,0,USD,United States Dollar,2022-10-17 07:04:00,2022-10-17 07:04:00,
Magazine journalist,True,Accounting technicianMagazine journalist,True,Expense,Expense,Expense,-631,-631,QBO,False,873,0,USD,United States Dollar,2023-09-01 11:34:50,2023-09-01 11:34:50,872.0
"Programmer, systems",False,"Programmer, systems",True,Liability,Long Term Liability,"Programmer, systems",-447,-447,QBO,False,874,2,USD,United States Dollar,2023-09-27 12:41:44,2023-09-27 12:41:44,
"Engineer, energy",True,"Programmer, systemsEngineer, energy",True,Revenue,Income,Expense,-283,-283,QBO,False,875,4,USD,United States Dollar,2022-02-19 03:07:49,2022-02-19 03:07:49,874.0
Land/geomatics surveyor,False,Land/geomatics surveyor,True,Expense,Expense,Land/geomatics surveyor,899,899,QBO,False,876,0,USD,United States Dollar,2022-04-03 14:02:42,2022-04-03 14:02:42,
Solicitor,True,Land/geomatics surveyorSolicitor,True,Revenue,Income,Solicitor,958,958,QBO,False,877,2,USD,United States Dollar,2022-02-01 05:46:42,2022-02-01 05:46:42,876.0
Marine scientist,False,Marine scientist,True,Revenue,Income,Expense,-438,-438,QBO,False,878,2,USD,United States Dollar,2021-01-29 21:58:11,2021-01-29 21:58:11,
Computer games developer,False,Computer games developer,True,Revenue,Income,Expense,615,615,QBO,False,879,1,USD,United States Dollar,2022-09-02 19:43:09,2022-09-02 19:43:09,
Contractor,True,Computer games developerContractor,True,Liability,Credit Card,Expense,546,546,QBO,False,880,0,USD,United States Dollar,2023-07-22 07:27:50,2023-07-22 07:27:50,879.0
Industrial/product designer,False,Industrial/product designer,True,Expense,Expense,Industrial/product designer,-956,-956,QBO,False,881,0,USD,United States Dollar,2023-02-21 08:49:36,2023-02-21 08:49:36,
"Geologist, wellsite",False,"Geologist, wellsite",True,Revenue,Income,Accounts Receivable,-199,-199,QBO,False,882,3,USD,United States Dollar,2023-05-21 00:54:34,2023-05-21 00:54:34,
Network engineer,False,Network engineer,True,Expense,Expense,Other Income,-138,-138,QBO,False,883,0,USD,United States Dollar,2021-11-02 01:46:19,2021-11-02 01:46:19,
Consulting civil engineer,False,Consulting civil engineer,True,Expense,Expense,Cost of Goods Sold,-111,-111,QBO,False,884,4,USD,United States Dollar,2023-04-06 15:09:57,2023-04-06 15:09:57,
Commercial art gallery manager,False,Commercial art gallery manager,True,Expense,Expense,Expense,859,859,QBO,False,885,4,USD,United States Dollar,2022-02-04 19:31:55,2022-02-04 19:31:55,
Magazine features editor,True,Commercial art gallery managerMagazine features editor,True,Revenue,Income,Magazine features editor,-79,-79,QBO,False,886,0,USD,United States Dollar,2021-07-23 12:18:22,2021-07-23 12:18:22,885.0
"Education officer, community",True,"Commercial art gallery managerEducation officer, community",True,Revenue,Income,"Education officer, community",442,442,QBO,False,887,2,USD,United States Dollar,2022-10-29 23:02:46,2022-10-29 23:02:46,886.0
Operational researcher,False,Operational researcher,True,Asset,Other Current Asset,Income,-836,-836,QBO,False,888,5,USD,United States Dollar,2020-12-12 17:31:01,2020-12-12 17:31:01,
Pension scheme manager,False,Pension scheme manager,True,Expense,Other Expense,Pension scheme manager,97,97,QBO,False,889,0,USD,United States Dollar,2021-09-08 06:10:37,2021-09-08 06:10:37,
Field trials officer,False,Field trials officer,True,Expense,Expense,Field trials officer,800,800,QBO,False,890,3,USD,United States Dollar,2021-03-16 23:43:04,2021-03-16 23:43:04,
"Administrator, sports",True,"Field trials officerAdministrator, sports",True,Expense,Expense,Expense,-625,-625,QBO,False,891,0,USD,United States Dollar,2022-08-13 23:16:23,2022-08-13 23:16:23,890.0
Public house manager,False,Public house manager,True,Expense,Expense,Public house manager,-210,-210,QBO,False,892,1,USD,United States Dollar,2023-10-11 05:50:13,2023-10-11 05:50:13,
Press photographer,False,Press photographer,True,Expense,Expense,Other Income,-469,-469,QBO,False,893,1,USD,United States Dollar,2022-09-27 21:33:03,2022-09-27 21:33:03,
Chiropractor,False,Chiropractor,True,Expense,Expense,Chiropractor,344,344,QBO,False,894,0,USD,United States Dollar,2022-05-07 08:39:26,2022-05-07 08:39:26,
Social researcher,False,Social researcher,True,Expense,Expense,Other Current Asset,646,646,QBO,False,895,5,USD,United States Dollar,2022-07-02 19:29:15,2022-07-02 19:29:15,
Advice worker,False,Advice worker,True,Revenue,Income,Advice worker,93,93,QBO,False,896,5,USD,United States Dollar,2023-04-07 08:47:25,2023-04-07 08:47:25,
Banker,True,Advice workerBanker,True,Revenue,Income,Income,622,622,QBO,False,897,0,USD,United States Dollar,2021-04-28 07:49:51,2021-04-28 07:49:51,896.0
"Scientist, research (physical sciences)",False,"Scientist, research (physical sciences)",True,Asset,Other Current Asset,"Scientist, research (physical sciences)",-431,-431,QBO,False,898,1,USD,United States Dollar,2022-10-21 12:45:28,2022-10-21 12:45:28,
"Engineer, materials",False,"Engineer, materials",True,Equity,Equity,"Engineer, materials",-636,-636,QBO,False,899,1,USD,United States Dollar,2022-04-15 22:14:19,2022-04-15 22:14:19,
Set designer,False,Set designer,True,Expense,Expense,Set designer,-692,-692,QBO,False,900,1,USD,United States Dollar,2022-07-11 04:34:02,2022-07-11 04:34:02,
"Therapist, drama",True,"Set designerTherapist, drama",True,Expense,Expense,Other Expense,452,452,QBO,False,901,1,USD,United States Dollar,2022-05-17 14:45:07,2022-05-17 14:45:07,900.0
Primary school teacher,False,Primary school teacher,True,Revenue,Income,Primary school teacher,-279,-279,QBO,False,902,2,USD,United States Dollar,2022-09-06 20:05:45,2022-09-06 20:05:45,
Optometrist,False,Optometrist,True,Expense,Expense,Expense,-382,-382,QBO,False,903,0,USD,United States Dollar,2023-09-03 04:59:02,2023-09-03 04:59:02,
Data processing manager,False,Data processing manager,True,Asset,Bank,Expense,-810,-810,QBO,False,904,1,USD,United States Dollar,2022-03-14 07:07:07,2022-03-14 07:07:07,
Pharmacologist,False,Pharmacologist,True,Expense,Expense,Pharmacologist,-242,-242,QBO,False,905,5,USD,United States Dollar,2021-01-27 23:30:42,2021-01-27 23:30:42,
Magazine features editor,False,Magazine features editor,True,Expense,Expense,Income,-349,-349,QBO,False,906,0,USD,United States Dollar,2022-05-26 03:08:26,2022-05-26 03:08:26,
