POStatus,domain,sparse,Id,SyncToken,CustomField,DocNumber,TxnDate,LinkedTxn,Line,TotalAmt,VendorAddr_Id,VendorAddr_Line1,VendorAddr_Line2,VendorAddr_Line3,VendorAddr_Line4,VendorAddr_Lat,VendorAddr_Long,ShipAddr_Id,ShipAddr_Line1,ShipAddr_Line2,ShipAddr_Line3,ShipAddr_Lat,ShipAddr_Long,MetaData_CreateTime,MetaData_LastUpdatedTime,CurrencyRef_value,CurrencyRef_name,VendorRef_value,VendorRef_name,APAccountRef_value,APAccountRef_name
Open,QBO,False,828,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7718,2022-07-28,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",462,33.0,10 Main St.,Palo Alto,CA,94303.0,37.445013,-122.1391443,3.0,11 Chain Road,Melbourne,VIC,-38.066621,145.297772,2022-07-28 21:32:46,2022-07-28 21:32:46,AUD,Australian Dollar,32,Cal Telephone,19,Stationery & Printing
Open,QBO,False,829,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3481,2021-05-12,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sod', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': '2 cubic ft. bag', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '15', 'name': 'Soil'}, 'UnitPrice': 10, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Weekly Gardening Service', 'Amount': 87.5, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '5', 'LineNum': 5, 'Description': 'Fountain Pump', 'Amount': 15.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 15, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 477.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",728,38.0,53 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,27.0,78 First St.,Monlo Park,CA,37.4585825,-122.1352789,2021-05-12 12:55:29,2021-05-12 12:55:29,USD,United States Dollar,42,Lee Advertising,56,Fuel
Closed,QBO,False,830,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3755,2021-11-09,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",633,43.0,P.O. Box 147,Bayshore,CA,94326.0,45.2720537,-79.7935909,,,,,,,2021-11-09 16:26:29,2021-11-09 16:26:29,USD,United States Dollar,49,Robertson & Associates,43,Loan Payable
Closed,QBO,False,831,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3112,2023-07-14,"[{'TxnId': '33', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 50.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",331,41.0,P.O. Box 15,Bayshore,CA,94326.0,45.2720537,-79.7935909,,,,,,,2023-07-14 22:24:43,2023-07-14 22:24:43,USD,United States Dollar,47,Pam Seitz,1,Services
Closed,QBO,False,832,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",7422,2022-06-10,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",467,34.0,1515 Main St.,Middlefield,CA,94482.0,37.3787808,-122.1158227,3.0,11 Chain Road,Melbourne,VIC,-38.066621,145.297772,2022-06-10 04:04:23,2022-06-10 04:04:23,AUD,Australian Dollar,35,Computers by Jenni,1,Services
Open,QBO,False,833,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3122,2023-01-02,"[{'TxnId': '100', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Fountain Pump', 'Amount': 12.75, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 12.75, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Concrete for fountain installation', 'Amount': 47.5, 'LinkedTxn': [{'TxnId': '100', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '3', 'name': 'Concrete'}, 'UnitPrice': 9.5, 'Qty': 5, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 335.25, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",831,46.0,5568 Capital Drive,Tucson,AZ,85718.0,32.3389931,-110.9268201,,,,,,,2023-01-02 06:46:46,2023-01-02 06:46:46,AUD,Australian Dollar,53,United States Treasury,88,Unapplied Cash Bill Payment Expense
Closed,QBO,False,834,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1650,2022-07-22,"[{'TxnId': '120', 'TxnType': 'Payment'}, {'TxnId': '61', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",109,,,,,,,,,,,,,,2022-07-22 05:46:16,2022-07-22 05:46:16,AUD,Australian Dollar,36,Diego's Road Warrior Bodyshop,68,Permits
Closed,QBO,False,835,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4281,2021-03-19,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",482,,,,,,,,,,,,,,2021-03-19 22:18:06,2021-03-19 22:18:06,AUD,Australian Dollar,37,EDD,6,Refunds-Allowances
Open,QBO,False,836,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1646,2021-03-06,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",933,,,,,,,,,,,,,,2021-03-06 18:11:48,2021-03-06 18:11:48,USD,United States Dollar,56,Bob's Burger Joint,60,Installation
Closed,QBO,False,837,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",6201,2023-08-22,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Pipes', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 12, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 60.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Garden Rocks', 'Amount': 48.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 12, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 156.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",408,35.0,45896 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,,,,,,,2023-08-22 08:38:37,2023-08-22 08:38:37,USD,United States Dollar,38,Ellis Equipment Rental,27,Penalties & Settlements
Closed,QBO,False,838,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8387,2021-02-12,"[{'TxnId': '15', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 80.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 20, 'Qty': 4, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 80.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",438,,,,,,,,29.0,135 Broadway,Menlo Park,CA,37.4846734,-122.1989488,2021-02-12 02:45:02,2021-02-12 02:45:02,USD,United States Dollar,37,EDD,42,Visa
Open,QBO,False,839,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",3314,2022-02-15,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 85.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",825,37.0,42 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,,,,,,,2022-02-15 08:58:22,2022-02-15 08:58:22,AUD,Australian Dollar,41,Hicks Hardware,52,Installation
Closed,QBO,False,840,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",1856,2023-01-01,"[{'TxnId': '32', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 10, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 750.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",657,,,,,,,,19.0,38921 S. Boise Ave,Middlefield,CA,37.3989376,-122.1443935,2023-01-01 08:26:56,2023-01-01 08:26:56,USD,United States Dollar,34,Cigna Health Care,42,Visa
Open,QBO,False,841,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8859,2022-01-17,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 30.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 15, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Rock Fountain', 'Amount': 275.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 305.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 30.5, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 10, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",230,40.0,4528 Country Road,Middlefield,CA,94303.0,37.3752919,-122.1692159,,,,,,,2022-01-17 13:02:43,2022-01-17 13:02:43,AUD,Australian Dollar,46,Norton Lumber and Building Materials,74,Computer Repairs
Closed,QBO,False,842,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",5586,2023-04-15,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 50.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 85.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",325,,,,,,,,2.0,4581 Finch St.,Bayshore,CA,INVALID,INVALID,2023-04-15 03:48:10,2023-04-15 03:48:10,USD,United States Dollar,52,Tony Rondonuwu,33,Accounts Payable (A/P)
Open,QBO,False,843,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4629,2022-02-03,"[{'TxnId': '48', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Custom Design', 'Amount': 300.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Installation of landscape design', 'Amount': 250.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '7', 'name': 'Installation'}, 'UnitPrice': 50, 'Qty': 5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Garden Rocks', 'Amount': 180.0, 'LinkedTxn': [{'TxnId': '48', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '13', 'name': 'Rocks'}, 'UnitPrice': 22.5, 'Qty': 8, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 1005.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}, {'Amount': 50.25, 'DetailType': 'DiscountLineDetail', 'DiscountLineDetail': {'PercentBased': True, 'DiscountPercent': 5, 'DiscountAccountRef': {'value': '86', 'name': 'Discounts given'}}}]",918,37.0,42 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,30.0,45612 Main St.,Bayshore,CA,45.256574,-66.0943698,2022-02-03 00:44:06,2022-02-03 00:44:06,USD,United States Dollar,41,Hicks Hardware,8,Bank Charges
Closed,QBO,False,844,2,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4649,2022-07-06,"[{'TxnId': '41', 'TxnType': 'Estimate'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Rock Fountain', 'Amount': 275.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '5', 'name': 'Rock Fountain'}, 'UnitPrice': 275, 'Qty': 1, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Custom Design', 'Amount': 262.5, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '4', 'name': 'Design'}, 'UnitPrice': 75, 'Qty': 3.5, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Fountain Pump', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '41', 'TxnType': 'Estimate'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '11', 'name': 'Pump'}, 'UnitPrice': 22.5, 'Qty': 2, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 582.5, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",231,41.0,P.O. Box 15,Bayshore,CA,94326.0,45.2720537,-79.7935909,26.0,898 Elm St.,Maplewood,NJ,40.7312816,-74.2652908,2022-07-06 18:30:43,2022-07-06 18:30:43,USD,United States Dollar,47,Pam Seitz,89,Arizona Dept. of Revenue Payable
Open,QBO,False,845,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",4942,2021-02-24,"[{'TxnId': '76', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 140.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 35, 'Qty': 4, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Pest Control Services', 'Amount': 35.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '10', 'name': 'Pest Control'}, 'UnitPrice': 35, 'Qty': 1, 'TaxCodeRef': {'value': 'NON'}}}, {'Amount': 175.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",160,,,,,,,,3.0,11 Chain Road,Melbourne,VIC,-38.066621,145.297772,2021-02-24 10:58:35,2021-02-24 10:58:35,AUD,Australian Dollar,44,Met Life Dental,29,Equipment Rental
Open,QBO,False,846,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2985,2023-11-01,[],"[{'Id': '1', 'LineNum': 1, 'Description': 'Weekly Gardening Service', 'Amount': 75.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '6', 'name': 'Gardening'}, 'UnitPrice': 25, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",881,,,,,,,,,,,,,,2023-11-01 02:58:29,2023-11-01 02:58:29,AUD,Australian Dollar,52,Tony Rondonuwu,48,Fountains and Garden Lighting
Closed,QBO,False,847,1,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",8992,2023-05-27,"[{'TxnId': '120', 'TxnType': 'Payment'}, {'TxnId': '61', 'TxnType': 'Payment'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Sprinkler Heads', 'Amount': 20.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '16', 'name': 'Sprinkler Heads'}, 'UnitPrice': 2, 'Qty': 10, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Sprinkler Pipes', 'Amount': 24.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '17', 'name': 'Sprinkler Pipes'}, 'UnitPrice': 4, 'Qty': 6, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '3', 'LineNum': 3, 'Description': 'Sod', 'Amount': 1750.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '14', 'name': 'Sod'}, 'UnitPrice': 35, 'Qty': 50, 'TaxCodeRef': {'value': 'TAX'}}}, {'Id': '4', 'LineNum': 4, 'Description': 'Installation Hours', 'Amount': 400.0, 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ItemRef': {'value': '1', 'name': 'Services'}, 'UnitPrice': 50, 'Qty': 8, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 2194.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",596,35.0,45896 Main St.,Middlefield,CA,94303.0,37.445013,-122.1391443,6.0,25 Court St.,Tucson,AZ,32.2841116,-110.9744298,2023-05-27 15:07:07,2023-05-27 15:07:07,USD,United States Dollar,38,Ellis Equipment Rental,9,Commissions & fees
Open,QBO,False,848,0,"[{'DefinitionId': '1', 'Name': 'Crew #', 'Type': 'StringType'}]",2920,2022-09-10,"[{'TxnId': '4', 'TxnType': 'TimeActivity'}, {'TxnId': '5', 'TxnType': 'TimeActivity'}]","[{'Id': '1', 'LineNum': 1, 'Description': 'Tree and Shrub Trimming', 'Amount': 30.0, 'LinkedTxn': [{'TxnId': '4', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '18', 'name': 'Trimming'}, 'UnitPrice': 15, 'Qty': 2, 'TaxCodeRef': {'value': 'NON'}}}, {'Id': '2', 'LineNum': 2, 'Description': 'Garden Lighting', 'Amount': 45.0, 'LinkedTxn': [{'TxnId': '5', 'TxnType': 'TimeActivity'}], 'DetailType': 'SalesItemLineDetail', 'SalesItemLineDetail': {'ServiceDate': '2021-12-04', 'ItemRef': {'value': '8', 'name': 'Lighting'}, 'UnitPrice': 15, 'Qty': 3, 'TaxCodeRef': {'value': 'TAX'}}}, {'Amount': 75.0, 'DetailType': 'SubTotalLineDetail', 'SubTotalLineDetail': {}}]",728,,,,,,,,,,,,,,2022-09-10 09:53:18,2022-09-10 09:53:18,USD,United States Dollar,37,EDD,56,Fuel
